,0,1,2,3,4,code
dido_ii_marlowe.txt,0.272349983454,-0.486488848925,0.605405926704,-0.368211001158,0.43250259757,2.0
alchemist_jonson.txt,-0.464387685061,0.158208027482,-0.737937569618,-0.246536657214,0.392405599356,3.0
faustus_marlowe.txt,0.100884601474,-0.778551101685,0.571407198906,-0.0502813383937,-0.233765035868,2.0
coriolanus_shakespeare.txt,-0.595829486847,-0.186874195933,-0.322389572859,0.0677613466978,-0.708193898201,1.0
pericles_i.txt,-0.274631470442,-0.673500597477,0.288680315018,0.618680119514,0.0698065161705,0.0
spanish_dekker.txt,0.083942271769,-0.90691703558,-0.2450761199,0.317400425673,0.0982332527637,4.0
pericles_ii.txt,-0.721041619778,0.475421667099,0.235717132688,0.100224792957,0.434126317501,0.0
fivegallants_middleton.txt,0.452559262514,0.36058807373,-0.222848266363,-0.784503102303,0.00774281099439,5.0
jewofmalta_iii_marlowe.txt,0.023457551375,0.218635544181,0.619418919086,-0.19580064714,0.727757155895,2.0
comedyoferrors_shakespeare.txt,-0.366717487574,0.776353895664,0.131937339902,-0.107027977705,0.483663588762,1.0
antony_shakespeare.txt,-0.710259139538,-0.467394977808,-0.15639179945,0.235400348902,-0.44407454133,1.0
hen_iv_i_shakespeare.txt,-0.00353969656862,0.362816989422,0.417382031679,0.548369109631,-0.627243876457,1.0
cymbeline_shakespeare.txt,-0.539186000824,-0.0939069762826,-0.399624377489,0.594565689564,-0.432726234198,1.0
likeit_shakespeare.txt,0.0440568774939,0.553881824017,-0.192171901464,0.393954306841,-0.706501185894,1.0
hen_iv_ii_shakespeare.txt,0.133995115757,0.456717818975,0.200757443905,0.587810099125,-0.622599244118,1.0
pericles_iii.txt,-0.583864033222,-0.631409287453,-0.419909447432,0.23093535006,-0.175413832068,0.0
dido_iv_marlowe.txt,0.291985332966,-0.320976436138,0.461197048426,-0.523601055145,0.569963037968,2.0
pericles_v.txt,-0.828134357929,-0.24556261301,0.336037606001,0.306452482939,0.216928824782,0.0
jewofmalta_i_marlowe.txt,-0.010504398495,-0.316885888577,0.585604667664,0.0297869890928,0.745421290398,2.0
puritan.txt,0.861827552319,0.43421086669,0.0655789524317,-0.129670441151,0.218172356486,0.0
dido_i_marlowe.txt,-0.300073087215,-0.548744499683,0.443493366241,-0.33833193779,0.545601248741,2.0
fortunatus_dekker.txt,0.481673896313,-0.790230512619,0.0916855931282,0.237717315555,-0.280375301838,4.0
cromwell.txt,-0.120280995965,0.522535383701,0.638374745846,0.156450331211,0.52961319685,0.0
hengist_middleton.txt,0.481873333454,0.0235937107354,-0.610299706459,0.220040813088,0.588521659374,5.0
dido_iii_marlowe.txt,0.344794392586,-0.327198058367,0.599916219711,-0.489604026079,0.417668074369,2.0
hamlet_shakespeare.txt,-0.708388566971,0.0542037338018,0.461714148521,0.463020324707,-0.260153383017,1.0
merlin.txt,0.255577087402,-0.688258051872,0.162813812494,0.154569938779,0.64076590538,0.0
dido_v_marlowe.txt,0.364543706179,-0.286387205124,0.562257766724,-0.527352392673,0.436870515347,2.0
chastemaid_middleton.txt,0.346080690622,0.129087671638,-0.741466343403,0.104229383171,0.550389349461,5.0
jewofmalta_ii_marlowe.txt,-0.0126758152619,0.131054610014,0.525722980499,-0.360939711332,0.758947908878,2.0
vortigern.txt,-0.20164911449,-0.750025510788,0.34576934576,0.125937640667,0.511256039143,0.0
pericles_iv.txt,-0.230351686478,0.139355614781,-0.728856861591,0.287362217903,-0.560097038746,0.0
endswell_shakespeare.txt,-0.195908099413,0.492528945208,-0.548007965088,0.365788370371,-0.533780395985,1.0
