,0,1,2,3,4,code
dido_ii_marlowe.txt,-0.384903252125,-0.533358335495,0.521332979202,-0.115435153246,-0.531286180019,2.0
alchemist_jonson.txt,0.0304122958332,-0.653279185295,-0.123756684363,-0.111200734973,0.737983763218,3.0
faustus_marlowe.txt,-0.0725887492299,0.172885909677,0.87796664238,-0.3062030375,-0.316631674767,2.0
coriolanus_shakespeare.txt,0.556994557381,0.275772213936,-0.742358088493,-0.132021173835,-0.212559551001,1.0
pericles_i.txt,0.746956527233,0.0611585155129,0.525991678238,-0.400371462107,-0.0367574356496,0.0
spanish_dekker.txt,0.22556039691,-0.465224772692,0.172600895166,0.529464125633,-0.65005004406,4.0
pericles_ii.txt,0.894298791885,0.267894297838,-0.0216140598059,-0.229152604938,0.274744093418,0.0
fivegallants_middleton.txt,-0.432898044586,-0.438113540411,0.108222857118,0.754588127136,0.198847472668,5.0
jewofmalta_iii_marlowe.txt,-0.193091154099,-0.181666254997,0.270961642265,-0.900643289089,0.212449446321,2.0
comedyoferrors_shakespeare.txt,-0.144290745258,-0.167945757508,-0.302435100079,-0.691403687,0.617631196976,1.0
antony_shakespeare.txt,0.621936440468,0.124434456229,-0.576056540012,-0.455373048782,-0.241878822446,1.0
hen_iv_i_shakespeare.txt,0.325012356043,0.934706568718,0.0750425159931,0.110582277179,0.0532047823071,1.0
cymbeline_shakespeare.txt,0.666220545769,0.207930475473,-0.631760895252,-0.227119922638,-0.24941881001,1.0
likeit_shakespeare.txt,0.0920135751367,0.637501597404,-0.707951545715,0.263493090868,0.120420686901,1.0
hen_iv_ii_shakespeare.txt,0.123831987381,0.78518819809,-0.577501356602,0.0333397388458,0.183100506663,1.0
pericles_iii.txt,0.789035916328,-0.561182379723,-0.211378663778,-0.0266828667372,0.130781367421,0.0
dido_iv_marlowe.txt,-0.633516669273,-0.481349021196,0.377739816904,0.00816091988236,-0.473503649235,2.0
pericles_v.txt,0.482374340296,0.326866179705,0.177604451776,-0.544957578182,0.576152145863,0.0
jewofmalta_i_marlowe.txt,0.189244970679,-0.351362317801,0.532865643501,-0.709179401398,0.232055202127,2.0
puritan.txt,-0.81985449791,-0.0404623672366,-0.00370164308697,0.562856316566,0.0968535020947,0.0
dido_i_marlowe.txt,0.0224034450948,-0.576688826084,0.379829972982,-0.563256859779,-0.453209728003,2.0
fortunatus_dekker.txt,0.204868048429,0.319222360849,0.510793328285,0.536324620247,-0.554591953754,4.0
cromwell.txt,-0.0963624790311,0.199094444513,0.1455257833,-0.535404264927,0.802022576332,0.0
hengist_middleton.txt,0.00135468703229,-0.328122913837,0.344372421503,0.671830296516,0.56778973341,5.0
dido_iii_marlowe.txt,-0.45666718483,-0.535392224789,0.446058452129,0.0395424328744,-0.551614463329,2.0
hamlet_shakespeare.txt,0.313260853291,0.49847060442,-0.370792090893,-0.716290473938,-0.0532549656928,1.0
merlin.txt,-0.518563985825,-0.32022023201,0.774094998837,0.149043694139,-0.0843405649066,0.0
dido_v_marlowe.txt,-0.558462440968,-0.462664783001,0.467542827129,0.0517456308007,-0.502779424191,2.0
chastemaid_middleton.txt,-0.0949622914195,-0.549927830696,0.0652627274394,0.546684443951,0.620836853981,5.0
jewofmalta_ii_marlowe.txt,-0.0802131742239,-0.463237315416,0.324879348278,-0.765507340431,0.295683920383,2.0
vortigern.txt,-0.12551368773,-0.103120438755,0.709135532379,-0.4138481915,-0.54723751545,0.0
pericles_iv.txt,0.305321156979,0.620117545128,-0.469670504332,0.227484166622,0.499893754721,0.0
endswell_shakespeare.txt,-0.0961418524384,0.471346437931,-0.876617908478,0.0049641514197,-0.0102782119066,1.0
