,0,1,2,3,4,code
dido_ii_marlowe.txt,0.344907194376,-0.419791728258,-0.52822303772,-0.322477698326,0.567276418209,2.0
alchemist_jonson.txt,0.652847886086,0.339973568916,0.505999088287,0.36488828063,-0.262733995914,3.0
faustus_marlowe.txt,0.0224418062717,-0.192804574966,-0.510394871235,-0.211083978415,0.810717880726,2.0
coriolanus_shakespeare.txt,-0.406862348318,0.652941167355,-0.122590705752,0.60728508234,-0.155908018351,1.0
pericles_i.txt,-0.122775889933,0.48870447278,-0.733162760735,-0.343865424395,0.300537675619,0.0
spanish_dekker.txt,0.153947353363,0.00459473533556,-0.964419364929,0.197444036603,-0.084796115756,4.0
pericles_ii.txt,-0.362529754639,-0.345236867666,0.780163705349,-0.367146492004,0.0770179107785,0.0
fivegallants_middleton.txt,0.303249686956,-0.487559378147,0.647451937199,-0.436326086521,-0.246477141976,5.0
jewofmalta_iii_marlowe.txt,0.218592151999,-0.0257415045053,0.0601236894727,-0.533003866673,0.814768016338,2.0
comedyoferrors_shakespeare.txt,0.296145379543,0.0412243641913,0.928483247757,-0.0349408946931,-0.217477351427,1.0
antony_shakespeare.txt,-0.309353202581,0.779437959194,-0.434266924858,0.319176733494,0.0794706866145,1.0
hen_iv_i_shakespeare.txt,-0.80461037159,-0.309381902218,0.149438083172,0.484226047993,-0.00885092094541,1.0
cymbeline_shakespeare.txt,-0.232587948442,0.684372246265,-0.302971452475,0.619196951389,-0.0483841001987,1.0
likeit_shakespeare.txt,-0.691894471645,-0.0746437758207,0.211385592818,0.4723559618,-0.497901856899,1.0
hen_iv_ii_shakespeare.txt,-0.814591467381,-0.238212287426,0.0709223374724,0.482098400593,-0.205540135503,1.0
pericles_iii.txt,-0.114515796304,0.752100408077,-0.544524788857,0.134295701981,0.326632201672,0.0
dido_iv_marlowe.txt,0.56023144722,-0.441735297441,-0.401128232479,-0.320496290922,0.476853132248,2.0
pericles_v.txt,-0.126657664776,0.836287915707,0.0625113621354,0.0287018083036,0.529007434845,0.0
jewofmalta_i_marlowe.txt,0.622167289257,-0.102041520178,0.137890279293,0.0350437313318,0.763055443764,2.0
puritan.txt,0.248752266169,-0.850380718708,0.0867779180408,-0.0734762698412,-0.449495077133,0.0
dido_i_marlowe.txt,0.350037932396,-0.0261228084564,-0.349473923445,-0.172809064388,0.851349532604,2.0
fortunatus_dekker.txt,-0.215213760734,-0.0999241322279,-0.717887043953,-0.654139697552,-0.0209169127047,4.0
cromwell.txt,-0.282251805067,-0.0279124397784,0.672037065029,-0.601185262203,0.326339185238,0.0
hengist_middleton.txt,0.481495499611,-0.0769211649895,-0.0182686187327,-0.407067596912,-0.772144734859,5.0
dido_iii_marlowe.txt,0.51393532753,-0.46553260088,-0.390411108732,-0.367201924324,0.481551408768,2.0
hamlet_shakespeare.txt,-0.314809173346,0.267283827066,0.0562935173512,0.851289927959,0.318733632565,1.0
merlin.txt,-0.0941171050072,0.0103844050318,-0.203062012792,-0.967481911182,0.117383018136,0.0
dido_v_marlowe.txt,0.552607119083,-0.495181053877,-0.33920109272,-0.325642734766,0.477828979492,2.0
chastemaid_middleton.txt,0.540331840515,-0.00633664336056,0.23829485476,-0.277730315924,-0.757682442665,5.0
jewofmalta_ii_marlowe.txt,0.328600376844,-0.160222411156,0.672910571098,-0.315148413181,0.560556411743,2.0
vortigern.txt,-0.0668059587479,0.104751355946,-0.661875844002,-0.35134780407,0.650414586067,0.0
pericles_iv.txt,-0.625405669212,0.207638606429,0.259017914534,0.372376441956,-0.599999547005,0.0
endswell_shakespeare.txt,-0.382041782141,0.397376745939,0.0966130644083,0.570940852165,-0.600689709187,1.0
