,0,1,code
dido_ii_marlowe.txt,-0.488548189402,0.872536957264,2.0
alchemist_jonson.txt,0.0256976727396,-0.999669790268,3.0
faustus_marlowe.txt,0.359361469746,0.933198392391,2.0
coriolanus_shakespeare.txt,0.890685379505,-0.454620212317,1.0
pericles_i.txt,0.773888230324,0.633322238922,0.0
spanish_dekker.txt,0.578299582005,0.815824449062,4.0
pericles_ii.txt,-0.662254691124,-0.749278843403,0.0
fivegallants_middleton.txt,-0.989529967308,-0.144327685237,5.0
jewofmalta_iii_marlowe.txt,-0.174498438835,0.984657406807,2.0
comedyoferrors_shakespeare.txt,-0.40888094902,-0.912587702274,1.0
antony_shakespeare.txt,0.987318336964,-0.158752799034,1.0
hen_iv_i_shakespeare.txt,0.621892154217,-0.783102869987,1.0
cymbeline_shakespeare.txt,0.923619270325,-0.383311152458,1.0
likeit_shakespeare.txt,0.125835806131,-0.992051064968,1.0
hen_iv_ii_shakespeare.txt,0.491246163845,-0.871020853519,1.0
pericles_iii.txt,0.97950387001,0.201425239444,0.0
dido_iv_marlowe.txt,-0.57770973444,0.816242277622,2.0
pericles_v.txt,0.988253653049,-0.152822852135,0.0
jewofmalta_i_marlowe.txt,0.308259308338,0.951302349567,2.0
puritan.txt,-0.999997615814,0.00216656830162,0.0
dido_i_marlowe.txt,-0.114489927888,0.993424415588,2.0
fortunatus_dekker.txt,-0.114057868719,0.993474125862,4.0
cromwell.txt,-0.819654762745,-0.572857797146,0.0
hengist_middleton.txt,-0.999992311001,0.00390974478796,5.0
dido_iii_marlowe.txt,-0.581025898457,0.813885033131,2.0
hamlet_shakespeare.txt,0.847034037113,-0.531538724899,1.0
merlin.txt,-0.265717744827,0.964050829411,0.0
dido_v_marlowe.txt,-0.611618518829,0.791152834892,2.0
chastemaid_middleton.txt,-0.977557241917,-0.210669726133,5.0
jewofmalta_ii_marlowe.txt,-0.319530785084,0.947575867176,2.0
vortigern.txt,0.247592881322,0.968864262104,0.0
pericles_iv.txt,0.574589550495,-0.818441689014,0.0
endswell_shakespeare.txt,0.495959401131,-0.868345737457,1.0
